fill	y	x	showSelectedlegendfill	PANEL
#7F7F7F	1	-0.9379653474316	train	1
#7F7F7F	1	0.291413453407586	train	1
#7F7F7F	1	-1.19327227585018	train	1
#7F7F7F	1	1.77870107442141	train	1
#7F7F7F	0	0.516456175595522	train	1
#7F7F7F	0	-1.1761017004028	train	1
#7F7F7F	1	0.748091386631131	train	1
#7F7F7F	1	1.07936567999423	train	1
#7F7F7F	1	0.87047403305769	train	1
#7F7F7F	1	-0.479859282262623	train	1
#7F7F7F	0	1.73882092442364	train	1
#7F7F7F	1	0.606695064343512	train	1
#7F7F7F	0	-0.931117325089872	train	1
#7F7F7F	1	-1.94643866736442	train	1
#7F7F7F	1	1.47876338288188	train	1
#7F7F7F	1	-0.071679538115859	train	1
#7F7F7F	1	-0.0258347718045115	train	1
#7F7F7F	0	1.30949327442795	train	1
#7F7F7F	1	1.17695944290608	train	1
#7F7F7F	0	0.894843784160912	train	1
#7F7F7F	1	1.28378517646343	train	1
#7F7F7F	1	1.13173104915768	train	1
#7F7F7F	1	0.118878320790827	train	1
#7F7F7F	1	-1.90667519066483	train	1
#7F7F7F	1	0.9292549546808	train	1
#7F7F7F	1	-0.0895215114578605	train	1
#7F7F7F	1	-0.247611571103334	train	1
#7F7F7F	1	-1.7172838114202	train	1
#7F7F7F	1	-0.734913171269	train	1
#7F7F7F	1	0.648020305670798	train	1
#7F7F7F	1	1.6515036970377	train	1
#7F7F7F	1	-0.163737094961107	train	1
#7F7F7F	0	0.603481868281961	train	1
#7F7F7F	1	-0.0858190068975091	train	1
#7F7F7F	1	-1.66301234252751	train	1
#7F7F7F	1	-0.643708248622716	train	1
#7F7F7F	0	-0.613266043365002	train	1
#7F7F7F	1	-0.0945950197055936	train	1
#7F7F7F	1	1.45735788252205	train	1
#7F7F7F	1	1.10928279533982	train	1
#7F7F7F	1	-0.261362060904503	train	1
#7F7F7F	0	-0.400022524408996	train	1
#7F7F7F	0	1.02834859210998	train	1
#7F7F7F	0	0.844484889879823	train	1
#7F7F7F	0	-1.01804594416171	train	1
#7F7F7F	1	-1.04148233961314	train	1
#7F7F7F	1	0.569153034128249	train	1
#7F7F7F	1	1.11565870977938	train	1
#7F7F7F	1	-0.17890218552202	train	1
#7F7F7F	1	1.24348097108305	train	1
#7F7F7F	0	-0.9379653474316	train	2
#7F7F7F	1	0.291413453407586	train	2
#7F7F7F	1	-1.19327227585018	train	2
#7F7F7F	1	1.77870107442141	train	2
#7F7F7F	1	0.516456175595522	train	2
#7F7F7F	0	-1.1761017004028	train	2
#7F7F7F	0	0.748091386631131	train	2
#7F7F7F	0	1.07936567999423	train	2
#7F7F7F	1	0.87047403305769	train	2
#7F7F7F	0	-0.479859282262623	train	2
#7F7F7F	1	1.73882092442364	train	2
#7F7F7F	1	0.606695064343512	train	2
#7F7F7F	0	-0.931117325089872	train	2
#7F7F7F	0	-1.94643866736442	train	2
#7F7F7F	1	1.47876338288188	train	2
#7F7F7F	1	-0.071679538115859	train	2
#7F7F7F	1	-0.0258347718045115	train	2
#7F7F7F	1	1.30949327442795	train	2
#7F7F7F	1	1.17695944290608	train	2
#7F7F7F	1	0.894843784160912	train	2
#7F7F7F	1	1.28378517646343	train	2
#7F7F7F	0	1.13173104915768	train	2
#7F7F7F	1	0.118878320790827	train	2
#7F7F7F	0	-1.90667519066483	train	2
#7F7F7F	1	0.9292549546808	train	2
#7F7F7F	0	-0.0895215114578605	train	2
#7F7F7F	0	-0.247611571103334	train	2
#7F7F7F	0	-1.7172838114202	train	2
#7F7F7F	1	-0.734913171269	train	2
#7F7F7F	1	0.648020305670798	train	2
#7F7F7F	1	1.6515036970377	train	2
#7F7F7F	1	-0.163737094961107	train	2
#7F7F7F	0	0.603481868281961	train	2
#7F7F7F	1	-0.0858190068975091	train	2
#7F7F7F	0	-1.66301234252751	train	2
#7F7F7F	1	-0.643708248622716	train	2
#7F7F7F	0	-0.613266043365002	train	2
#7F7F7F	1	-0.0945950197055936	train	2
#7F7F7F	1	1.45735788252205	train	2
#7F7F7F	1	1.10928279533982	train	2
#7F7F7F	1	-0.261362060904503	train	2
#7F7F7F	0	-0.400022524408996	train	2
